epoch,acc,loss,val_acc,val_loss
118,0.0,23.843119859695435,0.0,29.88643741607666
119,0.0,23.743846257527668,0.0,29.723434925079346
120,0.0,23.39552577336629,0.0,29.289745330810547
121,0.0,23.389819542566936,0.0,29.82047963142395
122,0.0,23.370918194452923,0.0,29.381306648254395
123,0.0,23.195971727371216,0.0,29.529080152511597
124,0.0,23.06472651163737,0.0,29.56957483291626
125,0.0,23.029461701711018,0.0,29.280872344970703
126,0.0,22.933931191762287,0.0,29.411325216293335
127,0.0,22.84185266494751,0.0,29.251511573791504
128,0.0,22.698538144429524,0.0,28.762998342514038
129,0.0,22.489620367685955,0.0,28.83751153945923
130,0.0,22.711191177368164,0.0,29.370321035385132
131,0.0,22.637584765752155,0.0,29.366944551467896
132,0.0,22.744534730911255,0.0,28.7028067111969
133,0.0,22.462857643763225,0.0,28.573901176452637
134,0.0,22.376991589864094,0.0,28.115675926208496
135,0.0,22.415721654891968,0.0,28.41749620437622
136,0.0,22.16409730911255,0.0,28.296873092651367
137,0.0,22.395624955495197,0.0,28.29946732521057
138,0.0,22.15710671742757,0.0,28.444806814193726
139,0.0,22.114750146865845,0.0,28.729617595672607
140,0.0,22.08285355567932,0.0,29.07227063179016
141,0.0,21.828158060709637,0.0,27.955092906951904
142,0.0,21.904735326766968,0.0,28.056614875793457
143,0.0,21.635448058446247,0.0,28.459148406982422
144,0.0,21.713674068450928,0.0,28.786465883255005
145,0.0,21.74365472793579,0.0,28.14050006866455
146,0.0,21.759461720784504,0.0,28.427462577819824
147,0.0,21.75028681755066,0.0,27.725103616714478
148,0.0,21.662631114323933,0.0,27.896799564361572
149,0.0,21.450112263361614,0.0,27.74879813194275
150,0.0,21.457571585973103,0.0,28.36530375480652
151,0.0,21.555501461029053,0.0,28.928521394729614
152,0.0,21.44920214017232,0.0,27.825743436813354
153,0.0,21.450069665908813,0.0,28.01306462287903
154,0.0,21.216645399729412,0.0,28.467824935913086
155,0.0,21.217155536015827,0.0,27.817983865737915
156,0.0,21.17225408554077,0.0,26.96842646598816
157,0.0,20.987273057301838,0.0,27.27242612838745
158,0.0,21.094202518463135,0.0,27.39285969734192
159,0.0,21.02199912071228,0.0,27.39894199371338
160,0.0,20.98563265800476,0.0,27.242802619934082
161,0.0,20.92436146736145,0.0,27.377686262130737
162,0.0,20.905842145284016,0.0,27.976311683654785
163,0.0,20.86409322420756,0.0,27.52731204032898
164,0.0,20.698918501536053,0.0,27.5855450630188
165,0.0,20.88767385482788,0.0,26.444504499435425
166,0.0,20.587247530619305,0.0,26.809455156326294
167,0.0,20.562540292739868,0.0,26.669225454330444
168,0.0,20.662145535151165,0.0,26.720183849334717
169,0.0,20.586208899815876,0.0,27.034013986587524
170,0.0,20.641284863154095,0.0,27.088184356689453
171,0.0,20.637171586354572,0.0,26.99001121520996
172,0.0,20.605466604232788,0.0,26.926655292510986
173,0.0,20.373838027318318,0.0,26.894595623016357
174,0.0,20.45409083366394,0.0,27.372358560562134
175,0.0,20.45524462064107,0.0,26.695498943328857
176,0.0,20.2504137357076,0.0,27.528995037078857
177,0.0,20.2400860786438,0.0,26.178895235061646
178,0.0,20.251903374989826,0.0,26.92491841316223
179,0.0,20.064091841379803,0.0,26.55232334136963
180,0.0,20.00614062945048,0.0,25.59512758255005
181,0.0,20.23237657546997,0.0,25.440868139266968
182,0.0,20.405407031377155,0.0,25.12194061279297
183,0.0,20.284130175908405,0.0,26.01298213005066
184,0.0,19.89191444714864,0.0,25.972192764282227
185,0.0,19.992160479227703,0.0,25.915889024734497
186,0.0,19.792651255925495,0.0,27.168106079101562
187,0.0,19.764758030573528,0.0,26.783055305480957
188,0.0,19.942283789316814,0.0,26.594677686691284
189,0.0,19.92112135887146,0.0,25.89664649963379
190,0.0,19.802438259124756,0.0,25.78493356704712
191,0.0,19.54459245999654,0.0,26.397445917129517
192,0.0,19.737814903259277,0.0,25.573805809020996
193,0.0,19.666942199071247,0.0,25.934646129608154
194,0.0,19.555142879486084,0.0,25.59921383857727
195,0.0,19.57923952738444,0.0,26.092482089996338
196,0.0,19.643514434496563,0.0,25.300627946853638
197,0.0,19.494725783665974,0.0,25.112630605697632
198,0.0,19.346478978792828,0.0,26.12535524368286
199,0.0,19.824165026346844,0.0,26.139230489730835
200,0.0,19.638175010681152,0.0,25.483888149261475
201,0.0,19.434842745463055,0.0,26.39139747619629
202,0.0,19.39390802383423,0.0,25.460965394973755
203,0.0,19.43101938565572,0.0,25.70211362838745
204,0.0,19.401803016662598,0.0,25.014172315597534
205,0.0,19.3714698155721,0.0,25.719932794570923
206,0.0,19.40015522638957,0.0,25.29802703857422
207,0.0,19.31397310892741,0.0,25.231884241104126
208,0.0,19.25786288579305,0.0,25.35257577896118
209,0.0,18.9729509751002,0.0,25.59285545349121
210,0.0,19.116924444834392,0.0,26.313506841659546
211,0.0,19.018113215764362,0.0,26.902480602264404
212,0.0,19.164482673009235,0.0,25.59435772895813
213,0.0,19.024079004923504,0.0,26.596166610717773
214,0.0,19.04225544134776,0.0,25.77932906150818
215,0.0,18.726091305414837,0.0,25.706348180770874
216,0.0,18.980618794759113,0.0,25.0046706199646
217,0.0,19.110612948735554,0.0,25.926541805267334
218,0.0,19.085951646169026,0.0,25.048378229141235
219,0.0,18.717070937156677,0.0,25.774292707443237
220,0.0,18.83618625005086,0.0,24.783729791641235
221,0.0,18.80528203646342,0.0,25.285722017288208
222,0.0,18.84910003344218,0.0,25.878915548324585
223,0.0,18.857590675354004,0.0,25.46731662750244
224,0.0,18.55471134185791,0.0,25.516555070877075
225,0.0,18.44075091679891,0.0,24.996506214141846
226,0.0,18.44463610649109,0.0,26.20928168296814
227,0.0,18.588497916857403,0.0,25.37257981300354
228,0.0,18.644372661908466,0.0,26.14723825454712
229,0.0,18.55763904253642,0.0,25.668229579925537
230,0.0,18.465062419573467,0.0,25.666266918182373
231,0.0,18.52036492029826,0.0,26.03446078300476
232,0.0,18.410515427589417,0.0,26.38516402244568
233,0.0,18.562044739723206,0.0,26.524236917495728
234,0.0,18.42640447616577,0.0,25.79666805267334
235,0.0,18.2109850247701,0.0,25.249110221862793
236,0.0,18.0662757953008,0.0,25.49404811859131
237,0.0,17.934609015782673,0.0,25.92996048927307
238,0.0,18.16555841763814,0.0,25.72685408592224
239,0.0,17.956258575121563,0.0,25.91431713104248
240,0.0,17.90251902739207,0.0,25.827499866485596
241,0.0,18.14705475171407,0.0,26.23462700843811
242,0.0,17.963188370068867,0.0,25.624008417129517
243,0.0,17.880252758661907,0.0,26.15713667869568
244,0.0,17.57372796535492,0.0,26.075591325759888
245,0.0,17.754634579022724,0.0,26.210036754608154
246,0.0,17.59793261686961,0.0,26.381996154785156
247,0.0,17.81553018093109,0.0,24.25532341003418
248,0.0,17.452921231587727,0.0,24.91597032546997
249,0.0,17.644383788108826,0.0,25.60207223892212
250,0.0,17.3204181989034,0.0,25.443119764328003
251,0.0,17.30743646621704,0.0,24.707714080810547
252,0.0,17.304779052734375,0.0,24.695844411849976
253,0.0,17.31780978043874,0.0,24.820011854171753
254,0.0,17.171098589897156,0.0,25.357617378234863
255,0.0,17.19337252775828,0.0,25.433018445968628
256,0.0,17.07157548268636,0.0,25.037919759750366
257,0.0,16.904537717501324,0.0,25.100605726242065
258,0.0,16.881893634796143,0.0,25.012367248535156
259,0.0,16.805657029151917,0.0,24.404685735702515
260,0.0,16.757779677708943,0.0,24.22273302078247
261,0.0,16.695752104123432,0.0,24.703516483306885
262,0.0,16.836278915405273,0.0,25.02358913421631
263,0.0,16.531907598177593,0.0,24.720482110977173
264,0.0,16.570694883664448,0.0,25.06868004798889
265,0.0,16.480852683385212,0.0,24.157902002334595
266,0.0,16.395202080408733,0.0,23.873984336853027
267,0.0,16.207428097724915,0.0,25.5381920337677
268,0.0,16.471646269162495,0.0,25.266615867614746
269,0.0,16.304080883661907,0.0,24.220112562179565
270,0.0,16.03314185142517,0.0,24.64263105392456
271,0.0,16.13372317949931,0.0,24.08699655532837
272,0.0,16.21840234597524,0.0,24.865198850631714
273,0.0,15.97470498085022,0.0,24.374243021011353
274,0.0,15.824587980906168,0.0,25.271143198013306
275,0.0,16.071992874145508,0.0,24.80674982070923
276,0.0,15.752125144004822,0.0,24.190988779067993
277,0.0,15.963069955507914,0.0,25.57730984687805
278,0.0,15.923837900161743,0.0,24.905899047851562
279,0.0,15.765497326850891,0.0,23.649914503097534
280,0.0,15.8443474372228,0.0,25.34002685546875
281,0.0,15.555484135945639,0.0,23.582075119018555
282,0.0,16.074733932813007,0.0,24.161733150482178
283,0.0,15.607499281565348,0.0,23.133084774017334
284,0.0,15.482931733131409,0.0,23.39315962791443
285,0.0,15.43341859181722,0.0,23.4943208694458
286,0.0,15.209672331809998,0.0,23.36744236946106
287,0.0,15.118757367134094,0.0,24.12595534324646
288,0.0,15.319788972536722,0.0,23.56122398376465
289,0.0,15.174272974332174,0.0,24.475526094436646
290,0.0,14.934354146321615,0.0,23.794238567352295
291,0.0,14.848797718683878,0.0,24.844119548797607
292,0.0,14.795532703399658,0.0,24.237985610961914
293,0.0,14.94868012269338,0.0,25.191895484924316
294,0.0,14.991073966026306,0.0,24.570030450820923
295,0.0,15.078813791275024,0.0,25.884397268295288
296,0.0,14.612351655960083,0.0,23.81258201599121
297,0.0,14.620256662368774,0.0,25.428941011428833
298,0.0,14.73551082611084,0.0,24.023142337799072
299,0.0,14.591206312179565,0.0,25.696927309036255
300,0.0,14.507723887761435,0.0,24.288198947906494
301,0.0,14.198543389638266,0.0,24.57110619544983
302,0.0,14.457528630892435,0.0,24.53282880783081
303,0.0,14.334795832633972,0.0,23.84001064300537
304,0.0,14.204293330510458,0.0,24.089383363723755
305,0.0,13.989334265391031,0.0,24.17056441307068
306,0.0,13.911827206611633,0.0,22.988035917282104
307,0.0,14.174639781316122,0.0,23.786959171295166
308,0.0,13.991657296816507,0.0,23.86441159248352
309,0.0,14.151436448097229,0.0,23.381831407546997
310,0.0,13.844824155171713,0.0,22.923830270767212
311,0.0,13.87520432472229,0.0,23.83057928085327
312,0.0,13.71375592549642,0.0,22.63056969642639
313,0.0,13.614094456036886,0.0,22.417818784713745
314,0.0,13.51500423749288,0.0,24.51983952522278
315,0.0,13.454769810040792,0.0,24.354491710662842
316,0.0,13.491188128789267,0.0,24.056568384170532
317,0.0,13.476021965344747,0.0,24.21027421951294
318,0.0,13.213565270105997,0.0,23.01722025871277
319,0.0,13.09891128540039,0.0,23.197629928588867
320,0.0,12.937337279319763,0.0,22.132486581802368
321,0.0,13.120806376139322,0.0,22.779892921447754
322,0.0,13.159175634384155,0.0,22.524651050567627
